604, unused
605, unused
606, unused
607, Dimming information storage area
608, unused
609, unused
610, unused
611, unused
612, unused
613, unused
614, unused
615, unused
616, unused
617, YC multi-stage work area
618, [Book] Compression (maximum size: still image in video)
619, [Inner] Compression work area
620, Work area for string embedding
621, unused
622, [inside] YC area
623, unused
624, unused
625, unused
626, unused
627, unused
628, unused
629, unused
630, unused
631, unused
632, unused
633, unused
634, unused
635, unused
636, unused
637, unused
638, unused
639, unused
640, unused
641, unused
642, unused
643, unused
644, unused
645, unused
646, unused
647, unused
648, unused
649, unused
650, unused
651, unused
652, unused
653, unused
654, unused
655, unused
656, unused
657, unused
658, unused
659, unused
660, unused
661, unused
662, unused
663, unused
664, unused
665, unused
666, unused
667, unused
668, unused
669, unused
670, unused
671, unused
672, unused
673, unused
674, unused
675, unused
676, unused
677, unused
678, Exposure capture area
679, unused
680, unused
681, unused
682, unused
683, [RAW]YC area
684, [Book] YC area (for RAW development)
685, unused
686, [RAF]Thumbnail work YC
687, unused
688, unused
689, Display image area
690, YC multi-stage work area
691, [book] Compression (maximum size)
692, [Inner] Compression work area
693, unused
694, AUTO debug information area
695, [inside] YC area
696, unused
697, unused
698, [KB] [DVS] Signal processing work area
699, unused
700, unused
701, unused
702, unused
703, unused
704, unused
705, unused
706, unused
707, unused
708, unused
709, unused
710, unused
711, unused
712, unused
713, unused
714, unused
715, unused
716, unused
717, unused
718, unused
719, unused
720, unused
721, unused
722, unused
723, unused
724, unused
725, unused
726, unused
727, unused
728, unused
729, unused
730, unused
731, unused
732, unused
733, unused
734, unused
735, unused
736, unused
737, unused
738, unused
739, unused
740, unused
741, unused
742, unused
743, unused
744, unused
745, unused
746, unused
747, unused
748, unused
749, unused
750, unused
